6.740621009578150469e-01,9.975721293471557782e-01,5.171007751119417462e-01,1.654825261361111410e-01,4.927404109376271046e-01,9.760256152203869995e-01,9.889561063791186823e-01,5.661651645814688161e-01,8.840969966336693631e-01,1.877804302391907765e-01,8.009970335906134720e-01,5.611307883159208920e-01,5.668025406031924618e-01,1.901334372656050542e-01,3.020760768820698328e-01,6.667554758475872090e-01,6.732535794640649440e-01,7.675488908437835267e-01,5.470032461588725248e-03,8.463959600994173105e-01,4.102251451764196144e-01,2.153145799296622975e-01,4.530258685909993588e-02,8.529366030542820942e-01,4.371666368721578433e-01,7.501887227057143503e-01,9.245675651516316318e-01,1.868461870301272310e-01,4.968268940873838968e-01,1.347580048008004683e-01,4.748351930889943562e-01,7.770032802419033491e-01,5.438744645335030770e-01,9.672983466367113259e-02,7.993249018865418165e-01,7.305235445716771192e-01,9.799235158483595720e-01,5.694272547807953666e-01,1.886638136352913886e-02,1.226907693772261165e-01,3.932056922564693968e-01,7.999863677384624339e-01,9.117591474244017835e-01,4.795583905590368179e-01,2.411867085642940278e-01,4.373207005951743609e-01,2.973896431881613012e-01,7.446986315589364525e-01,4.020223416410034778e-01,9.237074534176170637e-01,5.120129465189848794e-01,6.199884702453039020e-01,4.861543089622473168e-01,7.898322873394536536e-02,8.243714242171136242e-01,6.011605252637554075e-01,4.330703531584840782e-01,6.602655012996306860e-01,7.664191362320097456e-01,8.509184457009566493e-02,9.760526030973276645e-01,3.600088024268601750e-01,7.018530093173691586e-02,9.935016135796744807e-01
8.921474787172345433e-02,6.909041533525563938e-01,6.463765795746728715e-01,4.085134728881986144e-01,5.454242179913606492e-01,7.495537452895691954e-01,3.660107132294215804e-01,5.151110455415804923e-01,6.332087456234838374e-01,5.721571428640609414e-01,5.774666896693548823e-01,7.917317127429027712e-01,6.736027230393530907e-01,5.028134901714305105e-01,8.149963914022338995e-01,3.278221139596634304e-01,4.901662251263128045e-02,6.395991120193444956e-02,1.142029432659027455e-01,4.025802719743607483e-01,5.144450034987646525e-02,9.100490555994183994e-01,2.074098121457769173e-01,4.405956701928428476e-01,5.519616900419739292e-01,2.423765195593082789e-01,5.806223717536806994e-02,2.651331097132786363e-01,8.270919914509274884e-01,7.600806361915833920e-01,4.378743994737133161e-01,2.052373841291907919e-01,7.044952863885665106e-01,7.018212643641507098e-01,3.695735598101286268e-01,7.154305845764175054e-02,1.735121677620041769e-01,2.062885942101774228e-01,7.752043443577261161e-02,5.950107690671297966e-01,8.991456781566842249e-02,8.196231558874927936e-01,8.941564942616673228e-01,9.940451833442044416e-01,1.885483454523612101e-01,7.099325258714077602e-01,7.996696291776669296e-01,6.483396061983374148e-01,1.319607925667110049e-02,9.634600001019932858e-01,4.442200745806875739e-01,9.431733989781064809e-01,3.409912248304949323e-01,5.675084559626634162e-01,6.163263887585460621e-01,9.033387256348306416e-01,3.159535785545404263e-01,1.078738523130610139e-01,7.227705711822653978e-01,6.618669709615641050e-01,7.943601233452590726e-01,9.373337239099218676e-01,8.580692265151412812e-02,8.987374245480961310e-02
3.393116177518042953e-01,4.734341101396517537e-01,6.745671978606048169e-01,9.928769499674527932e-01,2.917507991334609141e-01,8.420493936594974915e-01,7.215826225419061934e-01,7.652146440727753962e-01,7.987619650623426493e-01,9.101556213068776602e-01,2.142402699472012451e-01,7.861685851079153187e-01,9.449886851117516029e-01,4.135387821121450092e-02,9.686711904967132414e-01,6.029430886289701697e-01,6.158473264886397125e-01,2.385824544129840907e-01,3.341314906477127478e-01,3.239645461162579121e-01,5.939582614816837358e-01,7.835757791271745765e-01,6.803243093605345626e-01,9.839576013438948721e-01,6.411742674785368967e-01,5.126739111002106553e-01,6.587215818381645382e-01,5.896786934333632102e-01,4.578161661163785423e-01,4.652256896101670813e-01,8.447359410933353852e-01,2.915484414592839357e-01,6.127820463432683828e-01,6.273021923365490471e-01,7.207803448384061396e-01,9.060706080364550052e-01,5.797678769290808276e-01,4.555866345106962534e-03,3.926099189289029567e-01,1.381075932675566165e-01,7.982046111220331142e-03,1.860640720475246201e-01,5.690994647024205655e-01,9.606779918754534409e-01,5.570648871407838376e-01,8.913874463975901552e-01,1.054408117607472661e-01,3.718062752776916113e-01,3.659460444525886036e-01,8.623485539308329839e-01,4.203339966994017463e-01,2.139214774990132462e-01,1.547119836893544598e-01,5.659957378829205688e-02,9.616313973355605782e-03,3.564338694877513536e-01,1.589985090686217850e-01,8.794772331270017673e-02,8.951998600201593881e-02,4.598242458584205217e-01,5.830397010675323344e-01,8.063192471074835943e-01,3.041497419162183524e-01,2.433830498740710002e-01
2.503913497136638355e-01,1.074926925371058051e-01,5.568917046458875530e-01,5.187612858608238176e-01,9.845097821483802525e-01,9.371488905077229870e-01,9.392460214102138494e-01,6.683961711011857654e-01,3.450457061865127573e-01,6.442886971616902381e-01,2.581227747099013037e-03,6.758113669741040441e-01,6.813319554914769594e-01,8.506942850699149572e-01,1.990268606470849688e-01,1.750519056783961247e-02,8.777271499021073176e-01,8.363184594573633834e-01,7.336436293378595375e-01,6.790653685894938452e-01,1.172772476601858793e-01,5.827332382960314083e-01,4.548098693540075788e-01,5.407623531824556906e-04,5.456486464565400984e-01,4.163749766113811202e-02,7.227688103276379561e-01,4.426455040549989173e-01,5.503119010690593615e-02,6.946838883176753576e-01,5.560318573139768628e-01,4.977521805825489976e-01,3.811831456011764985e-01,6.762684313568499972e-01,8.744574609082134131e-01,8.374868617711503926e-01,2.054388068081081098e-01,2.904586670253076486e-01,1.954941928731757095e-02,6.283615114737367557e-01,1.252795547398285469e-01,8.430518159229571928e-02,4.815188761531278283e-01,5.363574419506532687e-01,3.612328633027327429e-01,2.772898605699802843e-02,5.259130654666381854e-01,1.017416639420769542e-01,6.394429125617393517e-01,5.502048882385734974e-02,2.909885822525462018e-01,5.884202329793797315e-01,1.353224865699540480e-01,6.279082533514672715e-01,4.748057691563942750e-01,2.151355540375690101e-01,1.974586930045806321e-01,4.472493835087693048e-01,9.755641969425014048e-01,2.536694453368585345e-01,5.581622329681027450e-01,3.349622887263737914e-01,2.738387025178213863e-01,4.231130567159643308e-01
9.667465244107970035e-01,5.060210756154834844e-01,5.778218113602106021e-01,7.979353943459838172e-01,9.823780704440807643e-01,3.422681304140832159e-01,1.438246538454970302e-01,6.661789313735830831e-01,8.286742032877858488e-02,6.956592102354730578e-01,5.257035822631986877e-01,7.472522730890989173e-01,3.937365181740891673e-01,8.080936386254644610e-01,7.848963316378458899e-01,2.523880575203510945e-01,9.028683194382045585e-01,1.640277021275254876e-01,7.506433211681898809e-01,8.603451620625026663e-01,3.058763775779312910e-01,7.947689560446064005e-01,9.514785715987006398e-02,4.974616253887869100e-01,6.751821051469623081e-01,5.518397720390966210e-02,5.409235410779117403e-01,3.047694498500450599e-01,4.952359247481412652e-01,8.453115783779320269e-01,3.194711732798787285e-01,2.655277831902649321e-01,8.184275610878236629e-01,6.647697289538168075e-02,8.055618017845183054e-01,3.351886963218561055e-01,1.693851411599065493e-01,9.040930866754212092e-01,1.801363369387454227e-02,2.347366551826779446e-01,4.735959131820911550e-01,2.780905197305763021e-01,1.914421070513916412e-02,2.045327599978061794e-01,6.663625117236228190e-01,2.571422393083568902e-01,9.438101890351062728e-01,8.853684128376321238e-01,2.266508543339631476e-01,5.181293173799661478e-01,4.489919225463896435e-01,9.424887681461957545e-02,7.386791021317363759e-01,1.430298555479683209e-01,8.840356329089009702e-01,5.253530719196496390e-01,6.847847435344343037e-01,6.730712260134996683e-01,2.874742782212824643e-02,8.373701568363735026e-01,5.974058135323558894e-01,7.882955819287138510e-01,8.370632597910101502e-01,1.511087550507465016e-01
8.560165922702681618e-01,9.379403805291852692e-02,5.078245160325938201e-01,6.767819279438951341e-01,8.397361710192358109e-01,9.985020728265967538e-01,6.342319703084124960e-01,9.052401640190216314e-01,4.522721371515018296e-01,6.072314868325897619e-01,1.134805645500682747e-01,4.353110769765502486e-01,9.614543923387011137e-01,2.603330247590379676e-01,5.505422847774728012e-01,2.283774801991194092e-01,6.956455076043034369e-01,9.771537321993395420e-01,8.201842940530881254e-01,5.634833767946061389e-01,2.966272450789819715e-02,3.256901670699553497e-01,1.335772521432938564e-01,8.278211901474644696e-01,1.999606026337988895e-01,5.757214762805598074e-01,7.028385944441135624e-01,8.339698749283357415e-01,2.269414796776737520e-01,7.747911111512022497e-01,7.559744899507336857e-02,9.249872268630935368e-01,1.905765729632976635e-01,7.534955533502584180e-01,3.849086366360381373e-01,3.725075227942775680e-02,4.902503678688936439e-01,8.846125017893055054e-01,7.486306781014478995e-01,5.033651629666711091e-01,4.260564395640400459e-01,1.313685089868863454e-01,3.190549291152394717e-01,8.059076378027996146e-02,8.405861608875073721e-01,1.535889142404365248e-01,7.553747891628991296e-01,9.925078676351219986e-01,3.502154524823405390e-01,1.392617852460773520e-01,8.727751875220191025e-01,5.843546049259141784e-01,4.690767277546192826e-01,4.121900432307432638e-01,9.796390033463509006e-02,8.351943771472033484e-01,5.366187815517436954e-01,1.645920146012810337e-01,8.627470828494776534e-01,2.990625132115738438e-01,9.691131397166167227e-01,5.847864907567313919e-01,9.611367393187338903e-01,6.841046092826791325e-01
3.946039909295074866e-01,8.016113763247539881e-01,2.968997177602522575e-01,4.722629964899126565e-01,8.138850955756865568e-01,7.914306773725486854e-01,1.836730031563995613e-01,7.918035823850029242e-01,3.798706154947143476e-01,7.909175250424175241e-01,6.369569953585648703e-01,3.341072094681609705e-01,1.004748775217705337e-01,8.585054725901236639e-01,6.500469932325126932e-01,2.708893587900838007e-01,9.815556215566240139e-01,2.533678922172092340e-01,2.084537857206260059e-01,4.931538419806896778e-01,8.486445450545487823e-02,2.264856623363846744e-01,9.826975854675422672e-01,8.380791434894354630e-01,8.856439129646300756e-01,2.251433272633290850e-01,9.608320309273261639e-01,3.533484532707700243e-01,3.080367447088001587e-01,4.552927421929318097e-01,4.263758946117779391e-01,4.853790323709800125e-01,2.380836261381684693e-01,7.030393311802134448e-01,9.885304327230318711e-01,3.693446294191203849e-01,4.900541959264794745e-01,5.267326907576310724e-01,8.930558510447459408e-01,9.125604840993608580e-01,7.362861242474151302e-01,1.986792144238324065e-01,6.433317705218555282e-01,8.667353216240405445e-01,4.700570907324086445e-01,9.091895557813890472e-01,6.975959948357923768e-02,2.582515037712090900e-01,6.822669065677479106e-01,3.715333233730766516e-02,7.414516438170071222e-02,1.707859709427919093e-01,7.247832834543344038e-02,3.232411952866860450e-01,8.862968883554633859e-01,2.172102225823773214e-01,9.538854510717108548e-01,1.866720027810366833e-01,5.016593854607063196e-01,9.457443401594082255e-01,9.527089140181638216e-01,1.237501029287009224e-01,5.798448159896258947e-01,2.659036615887955257e-03
4.256757151226424618e-01,1.631533175544730430e-02,8.301879644240296452e-01,1.865886563820957633e-01,8.080617461639016952e-02,6.085322681338535267e-01,1.675257196316850550e-01,9.585512675211920186e-01,9.957268108860017897e-02,2.273651509773506607e-01,6.101324022449332585e-01,6.791760901623987712e-01,4.211151012854983389e-01,4.252498903638272099e-01,2.105239858988849910e-01,4.890133658905656544e-01,4.868211511166559147e-01,4.367423151902288803e-01,4.692342093957835303e-02,9.772102143610542635e-01,9.071270380404812261e-01,9.624125332015198708e-02,1.767568165497772625e-01,9.590287171444783487e-01,5.237965642719230042e-01,3.218465990345139582e-01,1.399209180215266191e-01,3.118769206070283184e-01,8.576330376587176785e-01,2.764352044442048850e-01,1.079797439586106522e-01,9.322315717575437866e-01,2.287273076368390168e-01,1.120860407528667668e-01,9.471389599046160512e-01,2.166678014197915836e-01,8.746987889029047558e-01,2.289248747624810232e-01,5.982212253969072524e-01,4.568844693503004706e-01,3.183471648512847807e-01,5.320524375096886693e-01,9.996522344950840022e-01,1.572551146931795429e-01,3.002187708198008620e-01,5.810372314438296826e-01,4.352548070048580797e-01,1.234357610237576397e-01,8.971559675945361967e-01,1.202764706585920385e-01,4.097449032055093809e-01,6.889042878599080932e-01,1.477898874820865460e-01,6.896208684274895973e-02,1.001906553777794917e-01,4.607063551305053961e-01,7.606491395410781564e-01,3.506963399568799877e-01,9.481467980934625839e-01,4.802198468944152143e-01,5.103430044754875272e-01,7.955971084962776274e-01,5.796736423602738553e-01,5.498710122991449234e-01
3.116219510156442718e-01,5.359790812114860747e-01,5.898194946968738916e-01,6.369985550245591543e-01,5.704031603089110281e-01,9.512792882166026809e-01,7.951522055594596461e-01,3.834924266274368776e-01,5.314892031700472197e-01,8.641698730008565699e-01,6.493498395828879444e-01,5.216561153653186400e-01,5.022776320441977305e-01,9.720084353443392278e-01,4.347711400047817865e-01,9.366851064110347513e-01,6.791228328810561266e-01,1.865775916083496355e-01,4.991678781036188450e-01,2.408462748237896189e-01,9.328411498188863282e-01,6.963547338695421640e-01,2.089237805436853224e-01,3.657864207536222212e-01,7.317548669687361507e-01,9.276417073736049623e-01,2.224222771478385763e-01,6.441281665410425461e-01,2.431634131372389929e-01,4.926026332395354590e-01,1.257810448878894372e-01,2.855085297086631391e-01,5.301574141583184074e-01,9.172179888507197010e-01,8.563426045488441440e-01,5.069456242131091805e-01,2.653040906449093406e-01,6.615611651558255257e-01,1.139675246808569131e-02,7.590766538208335579e-01,9.492655807664052148e-01,9.110638821041439073e-01,9.836587142844332998e-02,4.034594318490857257e-01,4.650158406417314039e-01,4.023783919172672086e-01,5.781636223526556151e-01,9.821247046107510759e-01,1.454897517904304438e-01,1.913332286813136385e-01,5.647401192559997618e-01,7.508072612907114030e-01,7.302438462235186778e-01,1.249118058994409530e-01,4.546083171061846562e-01,1.109820431626504789e-01,5.847403189029787285e-01,2.172748424335242401e-01,3.422999460530732341e-01,3.992901028418138765e-02,9.661158205360025342e-01,7.440971104164461059e-01,1.801022117335659978e-01,3.771690805716610972e-01
5.625530178227240441e-01,8.737256104517843180e-01,5.738256287665121080e-01,5.100628121256868264e-01,1.079946418467625513e-01,5.154708598168403766e-01,7.237248560171387624e-01,1.579463041819451075e-01,7.262870665654239666e-01,5.312100539338089344e-01,3.731415515851622677e-01,7.833560330588302811e-01,9.197391474290250724e-01,6.892077245729422152e-02,3.452098870309947554e-01,4.684051927240980850e-01,3.973981744568486629e-01,2.697449507737725849e-02,7.011720014619116093e-01,5.071731479572261225e-02,4.086541052455150425e-02,3.465766245811998658e-01,5.819019490538728245e-01,3.218048824079156045e-01,6.528108591728433163e-01,6.655119942152925017e-01,9.819624209102549850e-01,8.074826474582027513e-01,7.671784354847670517e-01,3.493602238175991248e-01,3.756936608159714419e-01,1.897111884759172806e-02,1.851394192197711730e-01,1.931007991954791780e-01,3.878322740122464030e-01,2.429879332421547300e-02,3.960985592058082760e-01,6.042726062215697524e-01,3.997566243101561279e-01,4.744057013133551326e-02,4.356298672640954717e-01,7.816013226378646372e-01,6.565868660943833257e-01,2.761810396709907245e-01,7.195992866160380030e-01,2.598800738946061006e-01,8.110352167269325729e-01,4.917130680513865926e-01,8.140363668425802945e-01,2.510629575153027204e-01,3.305193907613901416e-02,4.701391696566261658e-01,2.745896277665267338e-01,5.230255191762359646e-01,5.468480190797913032e-01,1.697716319772962779e-01,9.806827133212285830e-01,4.911494196687240521e-01,8.455674338064532725e-01,3.457960233576546916e-01,4.454844144898094660e-01,6.865461822148103410e-01,7.796284998092520846e-01,5.050117551805566318e-02
