3.330881558242421159e-01,3.488110603666442211e-01,7.687523997775240758e-01,5.550113808033411145e-01,8.983985705887764794e-03,8.249276636085367542e-01,5.286018821002449464e-01
6.097305808158715035e-01,1.986792205452972970e-01,8.916929403841423740e-01,2.780424585825025385e-01,4.050775689042486194e-01,6.382552454971689437e-01,8.580092178140050763e-01
3.165662355014059459e-01,9.542135561566806867e-01,9.713003085513050028e-02,9.141366131130591599e-01,6.496455201843162053e-01,8.201689203277254814e-01,9.848123127321111170e-01
4.040795246608640534e-01,1.962494776990333367e-01,5.984018170464203701e-01,2.283748253514488180e-01,6.687759243782810392e-01,4.797368779083122092e-01,6.329838962465629271e-01
5.349904045791217255e-01,7.481408604587731492e-01,5.122757452002907330e-01,6.696355923207515382e-01,3.533654276989840470e-01,4.090660727494562776e-01,7.027298832775336068e-01
4.475891763964372494e-01,2.107829695530712977e-01,9.486730397312649332e-01,9.464054063520010995e-01,9.427034695074014703e-01,7.536489620844002424e-01,3.057214132978691712e-02
7.596581051488167091e-01,9.509468093588152593e-01,2.605813071537488312e-02,5.151639552594583504e-01,5.120144558031093363e-01,3.551255260108376888e-02,7.735688691426304553e-01
9.024905662272088014e-01,4.960907831323961847e-01,1.641887633497616239e-01,6.801870295280585399e-01,4.571369514124520306e-01,5.860441918022555319e-01,6.825329250667439007e-01
5.232790554145962947e-01,6.622516784936299805e-01,4.576997245245706392e-01,6.517881796450273324e-01,2.308296114334666971e-01,7.833535204119590478e-01,8.248762558802135159e-01
9.141315312794514591e-01,8.517043673239853563e-01,3.240890236636444488e-01,1.954944671405018930e-01,1.735943210207454568e-01,1.419579866230646914e-01,9.014519568865420052e-01
4.159458158300023412e-01,3.617432970722549435e-01,7.587452352912293918e-02,2.458153481981749655e-01,4.785780018805128044e-01,6.193348976298969077e-01,6.436430755272514181e-01
1.607110614417994743e-01,2.752803205343323789e-02,9.913783649159403355e-01,1.287422493606699136e-01,5.451560559987164156e-01,2.429439432371176544e-01,4.929811473227158070e-01
5.205359655348331671e-01,9.959923966886161661e-01,7.025554777774806192e-01,6.423374706793373301e-01,6.202638818821407662e-01,7.986701757960741332e-01,4.631043784970638733e-01
1.225031692527511762e-01,9.987930891530567568e-01,2.375141521900540065e-01,1.403262226640082933e-01,9.358381062632062930e-01,2.653257275384194314e-01,2.935269138338770789e-01
7.730489771496091844e-01,8.657365358659196986e-02,8.193880937951378840e-01,2.118386539787012746e-01,1.287045489336513526e-01,9.402186286397081760e-01,5.399915197428731828e-01
1.503435199084746099e-01,6.863532174093042171e-01,2.085540621841831532e-01,2.433629545873886579e-01,7.030210672494701107e-01,7.064117288002272899e-01,7.907230937105824697e-01
7.658528021103960803e-01,5.439681588220720565e-01,2.767820279154209473e-01,9.803937030465088576e-01,2.740147564415431614e-01,6.252452536087377277e-01,1.143870813620888605e-01
5.704875295011682113e-01,5.624344515102711606e-01,6.662452090948854933e-01,9.559653451718560513e-01,1.414105807151500027e-01,9.113835642643859369e-01,5.795822324877540899e-01
3.798674744511382206e-01,9.260152746356014042e-01,2.085706352943212938e-01,3.651817360634599385e-01,6.969086822740929721e-01,5.083578326748604548e-01,5.605171027257949135e-01
8.337238571613035942e-01,4.894020629648754284e-02,4.452544313718096447e-01,6.960023759639946128e-01,3.146795848533272544e-01,4.806830335476308669e-02,1.251876712341785103e-01
2.246376882756422333e-01,6.142182501000960082e-01,5.987893041712077924e-01,7.561402917349776542e-01,7.028108692766373844e-01,3.986660961521922841e-01,6.073084543513489475e-01
4.423902684252507544e-01,7.927020103207143009e-01,2.555664075468964125e-01,6.436871775161788767e-01,1.105104711736299983e-01,9.793079667851850578e-01,9.842919253953202885e-01
6.935159155574852630e-01,6.795244379555119840e-01,8.007502456905541965e-01,8.054736619683559029e-01,6.358360953322811371e-01,1.313081254398927866e-01,9.977995877471603769e-01
6.262868631584562751e-01,3.472195199749598116e-01,2.659601464524001813e-01,4.784757155348533519e-01,4.072918986114335560e-01,9.522765682842702084e-01,1.836657435267962102e-01
3.749124348274005536e-01,6.075665148997621001e-01,6.827420192673979704e-01,3.161081689302841502e-01,6.770532853735681256e-01,4.971668411445684388e-01,7.505049455193241181e-01
1.499800973489640032e-01,9.234497455485876083e-01,9.929405137037636830e-01,8.640613416512019640e-01,5.490603453085952657e-01,8.372583580440605688e-01,6.257300015331102028e-01
1.001285677173777700e-01,8.104948754186264148e-01,5.500120558168001272e-01,8.190131045627970785e-01,2.489842766312634348e-01,8.045948996083759353e-01,8.796643115895009801e-01
9.599120334131232557e-01,5.284389746456649162e-01,4.832084034072946510e-01,1.590899466066908463e-02,1.773628149793111675e-01,9.018242681438581876e-03,2.739569986364442933e-02
8.796684288113687522e-02,8.681250126212858298e-01,3.451641716332550791e-01,2.043494060327287754e-01,9.899146989122736828e-01,2.444931800327452276e-01,8.382100020890518310e-01
4.130483011238564872e-01,9.401979131449744731e-01,5.116358247849583929e-02,5.483522422921238704e-02,1.929470366081185162e-01,1.401005042997324201e-01,3.560875009447129758e-01
8.218643145848025799e-02,2.150057952015942409e-01,5.005241568476312963e-01,9.396167390657690355e-01,5.122028543980265969e-01,1.141848144967106959e-01,4.800705544197690910e-01
9.207952606309233179e-01,4.969511996397534270e-01,4.225269119946084562e-01,1.894812028410530758e-02,8.247376859509585323e-01,4.468470238001178707e-01,1.900176796063988149e-01
2.936378404399249131e-01,8.740345259951798340e-01,2.992281338588177464e-01,3.355315900350254177e-01,2.068670118349853482e-01,2.296601644966189681e-02,9.456933316014560775e-01
8.363257160233475984e-01,5.125671475416716527e-01,5.597607298892968153e-01,9.654859005113141102e-01,8.635829948227524699e-01,6.562526778446784448e-01,5.743306740723197468e-02
5.532565709089065642e-01,4.230607535323460677e-02,8.142811172201369629e-01,1.038192754954311292e-01,7.467811662946491902e-01,1.152278778925626135e-01,5.767136297008788048e-01
